song_name,artist,true_chart_peak,calendar_year_chart_peak,true_weeks_on_chart,calendar_year_weeks_on_chart
Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,27,18
Closer,The Chainsmokers Featuring Halsey,1,2,52,37
Starboy,The Weeknd Featuring Daft Punk,1,1,30,22
Side To Side,Ariana Grande Featuring Nicki Minaj,4,4,28,17
Heathens,Twenty One Pilots,2,5,39,18
24K Magic,Bruno Mars,4,4,41,36
Let Me Love You,DJ Snake Featuring Justin Bieber,4,7,33,19
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5,5,21,14
Broccoli,D.R.A.M. Featuring Lil Yachty,5,9,37,15
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,6,6,27,22
I Hate U I Love U,Gnash Featuring Olivia O'Brien,10,11,39,9
Caroline,Amine,11,11,28,18
Cold Water,Major Lazer Featuring Justin Bieber & Mo,2,13,27,11
Fake Love,Drake,8,8,25,22
Starving,Hailee Steinfeld & Grey Featuring Zedd,12,12,29,14
Treat You Better,Shawn Mendes,6,16,39,16
Scars To Your Beautiful,Alessia Cara,8,8,43,32
Can't Stop The Feeling!,Justin Timberlake,1,13,52,25
Cheap Thrills,Sia Featuring Sean Paul,1,19,52,13
The Greatest,Sia Featuring Kendrick Lamar,18,18,23,13
Unsteady,X Ambassadors,20,20,34,8
OOOUUU,Young M.A,19,19,20,9
Don't Let Me Down,The Chainsmokers Featuring Daya,3,23,52,13
Blue Ain't Your Color,Keith Urban,24,24,21,12
This Is What You Came For,Calvin Harris Featuring Rihanna,3,25,32,4
In The Name Of Love,Martin Garrix & Bebe Rexha,24,24,23,10
Gold,Kiiara,13,27,27,2
Ride,Twenty One Pilots,5,28,39,4
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,29,26,11
May We All,Florida Georgia Line Featuring Tim McGraw,30,30,20,9
Used To This,Future Featuring Drake,14,31,18,17
Needed Me,Rihanna,7,32,45,4
One Dance,Drake Featuring Wizkid & Kyla,1,33,36,4
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",27,27,20,6
All Time Low,Jon Bellion,16,16,22,17
X,21 Savage & Metro Boomin Featuring Future,36,36,21,12
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",15,37,22,2
Tiimmy Turner,Desiigner,34,38,20,4
Send My Love (To Your New Lover),Adele,8,39,27,1
Luv,Tory Lanez,19,40,22,2
Love Me Now,John Legend,23,23,19,16
Panda,Desiigner,1,42,40,2
No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,43,43,26,1
Sneakin',Drake Featuring 21 Savage,28,44,14,11
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,43,45,20,7
Bad Things,Machine Gun Kelly x Camila Cabello,4,4,23,21
Mercy,Shawn Mendes,15,15,32,24
Too Good,Drake Featuring Rihanna,14,48,29,1
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,9,49,24,1
Love On The Brain,Rihanna,5,5,31,27
Sleep Without You,Brett Young,47,47,18,9
Middle Of A Memory,Cole Swindell,46,52,20,4
1 Night,Lil Yachty,49,53,20,6
A Little More Summertime,Jason Aldean,52,54,13,3
Come And See Me,PARTYNEXTDOOR Featuring Drake,55,55,24,5
Hallelujah,Pentatonix,23,23,11,8
You Was Right,Lil Uzi Vert,40,40,28,10
Setting The World On Fire,Kenny Chesney Featuring P!nk,29,58,20,5
Hallelujah,Leonard Cohen,59,59,1,1
Bounce Back,Big Sean,6,6,28,27
This Town,Niall Horan,20,20,22,15
Song For Another Time,Old Dominion,59,59,18,11
Too Much Sauce,DJ Esco Featuring Future & Lil Uzi Vert,50,50,20,8
Wanna Be That Song,Brett Eldredge,46,46,20,14
No Heart,21 Savage & Metro Boomin,43,43,19,16
Fade,Kanye West,47,66,13,3
Fresh Eyes,Andy Grammer,59,59,18,12
All We Know,The Chainsmokers Featuring Phoebe Ryan,18,66,16,10
Me And Your Mama,Childish Gambino,68,68,2,2
Better Man,Little Big Town,34,34,20,18
Dirty Laundry,Carrie Underwood,48,48,16,12
Look Alive,Rae Sremmurd,72,72,6,3
Move,Luke Bryan,50,73,14,2
My Way,Calvin Harris,24,74,10,2
Say You Won't Let Go,James Arthur,11,11,52,49
Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,36,36
We The People....,A Tribe Called Quest,77,77,1,1
HandClap,Fitz And The Tantrums,53,53,20,13
Ain't My Fault,Zara Larsson,76,76,7,2
Capsize,Frenship & Emily Warren,78,80,10,3
Key To The Streets,Yfn Lucci Featuring Migos & Trouble,70,81,11,3
Star Of The Show,Thomas Rhett,45,45,19,17
What They Want,Russ,83,83,8,5
Vice,Miranda Lambert,47,84,19,2
Litty,Meek Mill Featuring Tory Lanez,49,85,4,2
Setting Fires,The Chainsmokers Featuring XYLO,71,86,2,1
Selfish,PnB Rock,51,51,19,18
How I'll Always Be,Tim McGraw,70,70,12,8
My Sh*t,A Boogie wit da Hoodie,86,86,12,8
80s Mercedes,Maren Morris,74,74,13,9
It Don't Hurt Like It Used To,Billy Currington,44,91,17,1
Sex With Me,Rihanna,83,83,15,12
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,77,90,4,2
Water Under The Bridge,Adele,26,26,22,21
Shout Out To My Ex,Little Mix,69,95,3,1
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,95,96,4,2
A Guy With A Girl,Blake Shelton,42,42,17,17
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",77,98,14,1
Call On Me,Starley,65,65,18,18
Goosebumps,Travis Scott,32,32,34,28
Party Monster,The Weeknd,16,16,19,19
I Feel It Coming,The Weeknd Featuring Daft Punk,4,4,26,26
Love On The Weekend,John Mayer,53,53,2,2
That's My Girl,Fifth Harmony,73,73,3,3
Redbone,Childish Gambino,12,12,44,44
Chantaje,Shakira Featuring Maluma,51,51,18,17
That's What I Like,Bruno Mars,1,1,43,43
Slumber Party,Britney Spears Featuring Tinashe,86,86,1,1
Play That Song,Train,41,41,20,20
Kill A Word,Eric Church Featuring Rhiannon Giddens,71,71,15,14
Infinite,Eminem,97,97,1,1
Versace On The Floor,Bruno Mars,33,33,14,14
Parachute,Chris Stapleton,78,78,5,5
All I Want For Christmas Is You,Mariah Carey,11,16,19,5
Sidewalks,The Weeknd Featuring Kendrick Lamar,27,27,4,4
Reminder,The Weeknd,31,31,17,17
Six Feet Under,The Weeknd,34,34,4,4
Die For You,The Weeknd & Ariana Grande,43,43,3,3
Rockin',The Weeknd,44,44,2,2
All I Know,The Weeknd Featuring Future,46,46,2,2
Secrets,The Weeknd,47,47,2,2
True Colors,The Weeknd,48,48,2,2
How Far I'll Go,Auli'i Cravalho,41,41,20,20
False Alarm,The Weeknd,55,55,4,2
Stargirl Interlude,The Weeknd Featuring Lana Del Rey,61,61,1,1
Attention,The Weeknd,67,67,2,2
Nothing Without You,The Weeknd,68,68,1,1
A Lonely Night,The Weeknd,69,69,1,1
Love To Lay,The Weeknd,71,71,1,1
Ordinary Life,The Weeknd,72,72,2,2
You're Welcome,Dwayne Johnson,65,65,13,13
Distraction,Kehlani,85,85,1,1
How Far I'll Go,Alessia Cara,56,56,19,19
We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,93,93,2,2
Make Me (Cry),Noah Cyrus Featuring Labrinth,46,46,15,15
Jingle Bell Rock,Bobby Helms,29,29,19,3
Rockin' Around The Christmas Tree,Brenda Lee,14,27,18,3
Million Reasons,Lady Gaga,4,4,20,16
Black Barbies,Nicki Minaj X Mike Will Made-It,65,65,2,2
Home,Gnash Featuring Johnny Yukon,76,76,1,1
False Prophets,J. Cole,54,54,2,2
Alone,Marshmello,60,60,10,9
Dirt On My Boots,Jon Pardi,37,37,20,20
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,9,9,27,27
I Don't Wanna Live Forever (Fifty Shades Darker),ZAYN / Taylor Swift,2,2,23,23
Deja Vu,J. Cole,7,7,20,20
Immortal,J. Cole,11,11,5,5
